FlightCode,IATACode
SV046 MED-ULH|E70,E70
VY306-BCN/VCE-A320,320
HU512 SHE-KHN|738,738
A332[UL612] CDG-CMB,332
Z4051(A321) EBLxESB,321
VLC-LWO WU100/A320,320
FZ652 KRT-DXB|73H,73H
FR212(B738) WRO,738
LA747-320 PUQ-SCL,320
SVG-ABZ|WF131|DH4,DH4
321[CA414] CGQ-CTU,321
US083-GIG/JFK-763,763
A5946+PIS+AT5-LYS,AT5
CNX-USM PG528  319,319
FR815-738 TRN-BRI,738
G9219 BSR-SHJ,None
JL234 CTS-KIX|73H,73H
FR002(B738) CRLxMRS,738
B738[FR725] NYO-PSA,738
AT5[A5912] ORY-LAI,AT5
FR257+BCN+B738-MAN,738
BE118 STN-DND D38,D38
SD857 KRT-DXB|AB6,AB6
CAN-HJJ|CZ741|E90,E90
TAS-KUF U6003  320,320
G4130-M80 SFB-LIT,M80
SC400-HGH/TNA-B738,738
AV849(318) GUA,318
B738[FR093] TRN-BDS,738
BGY-CAG FR374/B738,738
4U093 PRN-HAJ|A319,319
BOG-EYP [AV120],None
PUS-KIX|MM510|320,320
HU125-NNG/HAK-738,738
ZH603 DLC-TNA 738,738
AT487 RUH-CAI B738,738
PTY-ATL [DL273],None
BM182 GOT-SVG,None
320[U2141] GVA-HRG,320
EWR-GUA [UA642],None
MO872(AT4) YEK,AT4
AB736(B738) HRG,738
WT314(B190) YPMxYVZ,BEH
TL218 KNX-BME|E170,E70
5N048(B735) ARH,735
VY458 MLA-BCN,None
YVR-TPE|CI606|343,343
8L100(B738) YICxSHA,738
CRJ7[SC990] JNZ-TAO,CR7
V7468+GOA+B712-OLB,717
FR841(738) BRE,738
WS115 YYZ-YMM B737,73W
AA435(CRJ7) CLT,CR7
GCH-THR|EP976|AT7,AT7
VY963(A320) ORYxPMI,320
AS134+OAK+73H-LIH,73H
VY682+BRU+320-ALC,320
A321[ME035] BEY-NJF,321
KL267+ALA+330-AMS,330
FZ317 KUF-DWC,None
LG202-ER4 MAD-LUX,ER4
VJ793+HPH+320-SGN,320
SYD-BNK [JQ803],None
738[UX089] ACE-SCQ,738
FR888+NTE+738-DUB,738
NBO-ACC [KQ856],None
WN766+MCO+73W-MKE,73W
FR404(B738) SUF,738
R3830(B738) IKTxTAS,73H
TSN-HET|SC360|738,738
SV592-333 COK-DMM,333
SV964 JED-ADD,None
VY112-320 AGP-FCO,320
TOY-TPE CI790/B738,738
LH455 FRA-ATH,None
SFO-BJX AM378/B738,738
IOS104 OMS-EVN,None
CGK-AMQ [GA531],None
WT486-BEH YAC-YXL,BEH
320[8Q705] IST-ODS,320
W6516 MAD-TSR,None
OD801+KUL+B739-COK,739
ZL598 OAG-SYD SF34,SF3
SV864-JED/MXP-A320,320
QF976+DPS+320-SIN,320
BZN-DEN|UA948|73G,73G
KE451(B738) PUSxREP,73H
CA256-PEK/DLC-B738,738
EK060+DXB+A332-KRT,332
FUE-DUS [X3567],None
IND-MBJ [DL532],None
MIA-LIR AA059  738,738
WU358+KTW+A320-IEV,320
SWA-SIN 3K908  A320,320
UL579 BLR-CMB,None
XK830+ORY+320-FSC,320
AB537 FRA-CTA 320,320
PEK-GYD J2254  340,340
POM-SYD PX260  B738,738
SUV-FUN FJ741/AT45,AT5
5J030 MNL-REP,None
FM200 PVG-TSN 738,738
AMS-NDR [AT830],None
T7206 PGX-ORY BEH,BEH
B9355(MD82) THRxTBZ,M82
EL655+DME+RJ85-SKG,AR8
SS125 ORY-YUL A333,333
JT878-739 CGK-AMQ,739
SY277-MSP/PSP-B737,73G
TSF-BCN FR798  B738,738
MI617+VTZ+A319-SIN,319
A320[XY877] RUH-DMM,320
HY378-320 LED-NVI,320
NBE-LGW TO000  73H,73H
FL330 DCA-MKE|717,717
EP899+KWI+100-SYZ,100
FR605-738 EMA-CCF,738
MH454 AMS-KUL 772,772
BVA-SOF W6667  A320,320
E90[HG651] VIE-MLA,E90
VJ780 SGN-HPH 320,320
Y9465 MHD-KIH,None
LH887-744 FRA-KIX,744
G9271 SHJ-BGW 320,320
FR165 BLL-TSF|738,738
FLL-YYZ|AC399|320,320
GE378+TSA+321-WUH,321
TXL-HER [4U193],None
A320[2P162] OZC-MNL,320
6E209-320 MAA-HYD,320
WN901+DEN+B737-RDU,73W
V0370 GND-PMV E90,E90
US428+LAX+B738-ORD,738
3O179 BGY-CMN|A320,320
CY289 LCA-BEY A320,320
TO268(73H) LGW,73H
W6890 OTP-NAP|320,320
IX120 TRZ-SIN 738,738
TK973 ECN-ESB,None
FR508(B738) WMIxBCN,738
WUX-SZX|CA336|738,738
TNA-LHW MU284  A320,320
VY067(A319) BRI,319
QG366(A320) PDGxCGK,320
HU759(738) HGH,738
BE259(DH4) EXT,DH4
HU102 HAK-SIN|B738,738
WN389(B737) GSP,73W
MQM-ADB PC589  B738,738
QG330(320) SUB,320
AB701-LPA/VIE-A320,320
ZH612 WUX-XIY|738,738
2P075(DH3) MNL,DH3
CM558 PTY-GYE B738,738
LYS-BSK AH638  738,738
W6770(320) LTN,320
BEG-BNX JU028/AT72,AT7
PSP-MSP DL399  A320,320
EMA-PMI [TOM608],None
TV362 XNN-CTU 319,319
TO212-73H IBZ-EMA,73H
B738[FR862] REU-STN,738
AI869 AJL-IMF|319,319
738[FR739] EIN-KRK,738
US277 FCO-PHL,None
CX460-HKG/SYD-333,333
OZ121(B772) ICN,772
LGW-CHQ TO474  B738,73H
FR597 TMP-BUD|B738,738
U2396-HAM/CPH-319,319
UL450(A320) AUH,320
W6282(A320) LTNxOTP,320
HYD-SHJ AI720  A321,321
SIN-BKK [TR674],None
MU220-KMG/ICN-320,320
SU423-LED/LCA-B763,763
FL525-PIT/TPA-717,717
OZ141-ICN/NGB-321,321
FR576 MAD-LPA|738,738
CZ405(B738) WUHxBAV,738
HO560 PVG-XMN A320,320
320[VX721] LAX-CUN,320
WJ875 ZLT-ZTB|DHT,DHT
DY116 RIX-CPH,None
KWI-AWZ EP396  100,100
UO690(320) HKG,320
UA140 SDJ-GUM B737,73G
FR281+BSL+B738-STN,738
E9338+PUJ+333-MAD,333
BG708(773) DAC,773
LG388+XRY+73H-LUX,73H
NYO-STN|FR377|738,738
8E808 SVA-OME,None
4U462-STR/IBZ-319,319
PEN-MYY AK952/A320,320
FR462(B738) SZZxSTN,738
SK132-ARN/ORD-A333,333
73H[VA034] DPS-ADL,73H
XIY-CSX CZ565  320,320
DL630-ATL/HOU-M88,M88
FR068+KRK+B738-BHX,738
AS816+KTN+B734-SIT,734
SB922 VLI-NOU|A320,320
3U209+LHW+319-DNH,319
V0710(E190) VIG,E90
PD694 YOW-YHZ DH4,DH4
320[VY875] BCN-BRU,320
GS576-E90 MIG-KWE,E90
PQ354-320 DVO-MNL,320
YVR-HND AC811  B763,763
IST-NJF TK177  B738,738
NS393(E90) XIY,E90
ZH136(A320) NTGxTSN,320
FZ726-KRT/DXB-B738,73H
SN004 BRU-JFK|A333,333
MU587(A320) DLCxNKG,320
VY951(320) BCN,320
SKT-ISB|PK507|310,310
CZ589+YCU+A320-SYX,320
320[6E374] CCU-HYD,320
TP207(A320) BVC,320
RAO-SJP 2Z703  AT7,AT7
AI284(320) MCT,320
NRN-STN|FR223|738,738
3O733(A320) NDRxBRU,320
TPE-BKI [MH683],None
IST-SIN SQ541/B772,772
B6831 BDL-TPA|A320,320
FR144 FAO-BHX|738,738
TMM-WMR [MD400],None
HRB-NGB [CZ306],None
MU518+KIJ+A319-PVG,319
SJ300+DPS+735-DIL,735
A332[HA302] HNL-SAN,332
A320[PR759] DPS-MNL,320
TSN-SHE|GS172|E90,E90
FRA-PRN JP935  319,319
BTS-PMI [FR343],None
KWE-PVG [CZ267],None
AV723+IBE+AT7-BOG,AT7
EDI-TFS U2502  320,320
W6628-320 BVA-KTW,320
FR557 KIR-HHN B738,738
A333[CI462] URC-TPE,333
9C796 PVG-CKG|A320,320
KJA-IAA Y7578  AT45,AT5
GZ993(EMB) MUK,EMB
XQ056-738 AYT-SZG,738
CZ002-CZX/SZX-320,320
A333[LH216] JFK-MUC,333
QF338(333) BKK,333
CZ794-KWL/PVG-B738,738
K3239(DHC2) NKIxEDA,DHP
7I411 LSP-CUR|F50,F50
DRW-GOV TL155/E120,EM2
DJE-FRA TU857  736,736
RGN-CNX W9195/AT72,AT7
FM509 SHA-TSA 333,333
JED-MCT WY572/B738,738
XU876 MGQ-BBO MD82,M82
TU340(B736) ORY,736
JT124 MDC-UPG,None
U2001-319 HAM-LGW,319
G4338+AZA+MD80-GTF,M80
FR581 SUF-PSA|B738,738
AY901(A333) HELxICN,333
B738[GA145] PER-DPS,738
333[NL021] PEW-JED,333
PC089-ECN/SAW-B738,738
SK771-KLX/ARN-319,319
Y7944-738 NSK-AER,738
MRS-BIA|AZ586|320,320
B738[GA534] MLG-CGK,738
PI488 YKS-MQJ AN24,AN4
W6451 VLC-CLJ,None
PL339 NAS-ZSA|ATP,ATP
WF673+BGO+DH1-SOG,DH1
OZ827-ZRH/IST-A320,320
KIX-TNA|SC402|738,738
EO096(320) JED,320
STR-CAG 4U777  A319,319
A333[CA391] SHA-CTU,333
FR734 NYO-KRK 738,738
ZI871+LYS+A320-CZL,320
FR182+CHQ+738-BLL,738
O6814+JDO+A318-BSB,318
LA583 BRC-AEP|320,320
SN814(A333) OUA,333
DY117(B733) BEG,733
SAH-BAH GF183/A320,320
AC438 MEX-YVR,None
NK710 BOS-ORD 319,319
ASU-VVI|PZ059|320,320
R3932 TLV-KRR,None
6E303(A320) BOM,320
ST073 EBL-MUC,None
G4749-IAG/SFB-320,320
US285-PHL/ZRH-B762,762
CZ131 CSX-TSN|320,320
AI277-SHJ/HYD-321,321
R3603(B738) VKO,73H
FDE-OSL WF965  DH1,DH1
YQU-YYC WS661/DH8D,DH4
ZAH-MHD [IR869],None
AH767(738) DKR,738
ADL-KGC ZL472  SF34,SF3
FR595-FEZ/EIN-738,738
FR925+FCO+B738-SUF,738
FR747 BLL-CFU|738,738
FRU-EGO KR501/A320,320
3U890 CKG-NGB|A319,319
738[AB546] MUC-DME,738
FR678 EIN-SVQ,None
763[AC926] ICN-YVR,763
BOG-PEI|CM643|320,320
AF195-AT7 ORY-MLH,AT7
EZE-IAH|UA477|763,763
TT124-320 SYD-MEL,320
BW512 MBJ-JFK 738,738
2N999+OSL+SF3-VXO,SF3
DHC6[BB660] VIJ-SJU,DHT
PK254 MED-ISB|A310,310
SV750(B744) KANxJED,74E
320[MU793] KHN-HAK,320
PLS-BOS [B6137],None
L6218 NDB-NKC B737,73G
MF729-TPE/HGH-738,738
TRZ-CMB UL209/A320,320
JT903+CGK+744-JED,744
FR678(738) DUB,738
W6266 WAW-MMX|A320,320
A319[CA711] TPE-WNZ,319
VA869-PHE/DPS-100,100
9W028-BOM/BAH-B738,73H
MCO-RSW 3M934  SF3,SF3
SVX-TSE KC943  E190,E90
JW647-320 NRT-ICN,320
SD983(A320) KRT,320
HO487-320 SZX-KWE,320
DUB-PHL US717  332,332
CZ114-CTU/TYN-321,321
733[CZ906] JHG-KMG,733
LA002(A319) LIMxVVI,319
PK312 ISB-MCT,None
MRS-BJA|ZI389|320,320
UA126-738 ATL-LGA,738
NL280(B734) SHJxSKT,734
MNL-ILO|DG450|320,320
CAN-HET CZ317/A319,319
FR759+PSA+B738-BVA,738
FR452 CHQ-EIN B738,738
VS679(B744) HAV,744
ORY-QSF|AH864|736,736
AI395 GAU-DEL 320,320
JED-HBE XY502  A320,320
ZH005 HET-HLD A320,320
O6983-BSB/FOR-A320,320
MU247 NKG-CGO,None
EWR-GUA UA056/B738,738
HRK-KUT [WU062],None
CZ265 HKG-MXZ|E190,E90
W6030 NYO-KTW A320,320
JY565(E120) SJUxAZS,EM2
AI944 JLR-DEL CR7,CR7
CA117-MFM/NKG-A321,321
V7108(B712) VCExJTR,717
WS741 YWG-YOW B737,73W
E2229+ROB+MD82-FNA,M82
TG681+BKK+A320-CMB,320
CGP-JED BG776  B772,772
KMG-LHW|MU522|320,320
TR279(320) TRZ,320
YYZ-GCM AC812/E190,E90
320[HO972] KWE-HGH,320
G8299-IXL/DEL-A320,320
RDZ-DUB FR130  738,738
WS948+YYC+B737-YKF,73W
BNI[2O321] KOZ-ORI,BNI
PHX-FLL|WN035|73W,73W
AH349-LIS/ALG-B736,736
FB788 ATH-SOF E90,E90
REC-SSA JJ422/A320,320
G3838 GRU-SLZ,None
SU295 FRU-LED A320,320
HQ768(A319) LDE,319
US930 PHX-GEG 319,319
FD074-DMK/CEI-320,320
MNL-REP [5J191],None
B738[AB955] MAH-MUC,738
A5274(BEH) ORY,BEH
SMI-NUE AB733  738,738
NL286 UET-LHE|734,734
MU497 CIF-HRB|320,320
MD82[B9652] MHD-ABD,M82
JJ553-POA/BSB-320,320
8R105 RGA-RGL|SF3,SF3
SVQ-BGY|FR767|738,738
TXN-TAO CZ746  320,320
U2944(A319) MXPxLUX,319
NK661+KIN+A319-FLL,319
CRL-NDR FR352/B738,738
CKG-DOH QR221/A332,332
CZ120 TAO-XMN,None
BRS-MLA FR783  B738,738
W6022-LTN/VAR-320,320
OK925-VLC/PRG-B738,738
SYD-WLG VA988  320,320
AMS-MLA HV354  B738,73H
UJ904 CAI-YNB,None
B738[AB315] SXF-SAW,738
4U543(A319) FCO,319
AA175 BOI-PHX,None
V3846-FCO/LUZ-F100,100
A321[PR287] CEB-ICN,321
IAD-AUS [UA480],None
LIG-SOU|BE829|DH4,DH4
AK018+SBW+320-KCH,320
SU672 SVX-AER,None
UX997 VGO-MAD|E190,E90
CR7[US317] IAH-ORD,CR7
CLY-CDG|AF805|320,320
EY240 AUH-IKA 320,320
B738[FR390] MAN-BRE,738
HU406 WNZ-CKG,None
GF202-TRV/BAH-A321,321
PTY-CCS [CM362],None
FR293+STN+B738-DTM,738
DY012-OSL/KEF-B733,733
WN216(73W) BHM,73W
HRB-CGO|PN018|320,320
A5549-NCE/TLS-AT72,AT7
E145[DL504] HMO-PHX,ER4
GF814 BAH-AUH 320,320
330[PR669] MNL-DOH,330
AB719 LPA-MUC,None
MRS-QSF [AH704],None
ET020-DAR/ADD-B738,738
LN868(CRJ9) TIP,CR9
CZ144(A320) PVGxYNJ,320
DY263-LPA/ARN-B738,73H
QG631(A320) CGKxBKS,320
EF901-ULN/COQ-DH8D,DH4
CU735+HAV+IL96-ORY,IL9
DLC-PEK CA590  738,738
UR425 TJM-UFA,None
FR773-738 RAK-DLE,738
R3982-KRR/TLV-B737,73W
UN073-VKO/NSK-B738,738
WS415+YHZ+B737-YYT,73W
HET-HGH|CA304|319,319
WN425 BKG-MDW B737,73W
SC488-738 XMN-ZUH,738
DY258 AGP-TRD 73H,73H
VY969 BCN-FRA|320,320
738[FR538] FMM-AGP,738
ZH834 SYX-KWE 320,320
W6532+DTM+320-SOF,320
U2720+HAM+A319-LGW,319
MDG-SHE GS239  E90,E90
ANC-AKN|KS825|SF3,SF3
HY917-TAS/SIN-B764,764
B6619(E190) NASxBOS,E90
AB936 JER-FRA DH8D,DH4
GDL-DFW|AA515|M80,M80
U2013-AJA/CDG-319,319
CPH-SKG SK644  320,320
FR186+SVQ+B738-EIN,738
FR530 LTN-NOC B738,738
B738[FR700] RAK-DLE,738
3U375(320) CGO,320
7R059 MRV-SAW,None
B190[9M419] YQQ-YVR,BEH
JFK-PDX|B6122|320,320
W6949(320) FMM,320
U2017 KRK-BSL,None
ACC-LOS 3G707  319,319
R3594 LCA-KRR|73W,73W
A320[AK639] KUL-PKU,320
AA386 ORD-SNA B738,738
TO918(B738) CWL,73H
AA561-DH3 MDT-BOS,DH3
5J456-HKG/MNL-A320,320
LHW-TNA SC593  738,738
KM521 MLA-GVA|320,320
HU236(B738) YIW,738
B738[HU917] XUZ-XMN,738
B738[FR557] KRK-CAG,738
LPA-SXF|DY401|73H,73H
A319[H2572] LSC-CJC,319
G8138-320 CCU-AMD,320
TR285-320 SIN-LJG,320
2B567+EGO+CR2-KGD,CR2
F9095+ORD+320-PUJ,320
STX-MIA|AA021|738,738
PVG-SYX [9C647],None
FR829 RZE-EMA,None
321[HG374] FNC-VIE,321
FR197+BRE+738-FUE,738
FRA-AUH LH883/A333,333
A333[SV758] RUH-BLR,333
KE489 KIX-PUS 73H,73H
NNG-SHA [9C152],None
PC821(B738) CPH,738
B6193-JFK/LGB-A320,320
4U392-319 CGN-XRY,319
U2035 NCE-HAM|A319,319
SC331(B738) WNZxTAO,738
ZH638 XIY-YTY|A320,320
Y4177-320 LAP-TIJ,320
SKB-NEV BB677  SF34,SF3
ZB658 BHX-LPA A321,321
B738[FR836] PIK-MLA,738
AY733-KIX/HEL-333,333
ICN-HNL|HA646|332,332
BFS-ACE|LS828|733,733
BKI-BWN|MH779|320,320
B5958 WIL-LKG BE1,BE1
LHW-KMG CZ146/A320,320
G3325-SDQ/MIA-738,738
VKO-IEV UN299  73G,73G
B735[YC755] NOJ-DME,735
AH275 BLJ-MRS 738,738
JQ910 MEL-TSV,None
KL349 AMS-YUL,None
DY154 BOO-OSL B738,73H
310[PK723] SKT-MCT,310
U2203-319 BFS-FAO,319
PMO-PSA FR858/B738,738
S7512 ROV-KBP 735,735
Y4511 TIJ-AGU|A320,320
B763[ET433] DKR-BKO,763
JTR-AMS [HV891],None
G8552 MAA-BOM|320,320
8U868-DXB/TIP-A332,332
MU608-NKG/YCU-320,320
WY991+ZNZ+738-DAR,738
5J096+BXU+A319-CEB,319
A321[LH897] FRA-CMN,321
B738[G3050] GRU-EZE,738
YTY-CTU [3U998],None
EI868(320) TLS,320
A321[TCX793] VDA-CDG,321
Y4257+TIJ+A319-OAX,319
OUA-NIM [DN529],None
FR111 MAD-STN B738,738
GS229-LYI/WUH-E190,E90
SV286 JED-TBZ|A306,AB6
SC915(B738) TNAxCKG,738
CA015 ARN-TMP|S20,S20
IG046-TFS/MXP-A320,320
US582(320) PDX,320
CZ085+CAN+B737-DEL,73G
ZH947-JJN/PVG-A320,320
US444+FCO+763-JFK,763
AZA-BIL G4070/A319,319
EG590+DMB+A320-DME,320
100[IE233] NAN-HIR,100
VCP-UBA AD144/AT72,AT7
JL257(73H) KUH,73H
TP235 OPO-GIG|332,332
SU797 KJA-KHV 319,319
CTU-SZX TV380/A319,319
ATP[PL004] NAS-LGI,ATP
GVA-BEG LX504/A320,320
VY147(320) PMO,320
FR797+MRS+B738-TNG,738
VY438-SCQ/CDG-A320,320
GA586 TIM-DPS 738,738
AMS-HAV KL257  330,330
AI626 BOM-RPR 319,319
MEX-BOG|4O629|320,320
FR554 LPL-EGC B738,738
AUS-MDW WN120/B737,73W
ISB-KHI|I6644|733,733
A3855-HER/FRA-A320,320
MU109 HGH-CTU|320,320
FR438 STN-SKG B738,738
UM359+JNB+B762-BUQ,762
3U832-320 XIY-TNA,320
ORY-DJE TO341  73H,73H
LPI-CPH SK368  AT7,AT7
B738[FZ093] EVN-DXB,73H
B738[DL883] BOS-CVG,73H
UA775+IAH+738-SJO,738
LBA-IBZ TO287/B738,73H
ZH689-320 WUH-CTU,320
SC138 KWE-CGO|B738,738
AI967+BOM+A321-BHO,321
JFK-SMF|B6491|320,320
DD905-738 DMK-HDY,738
DME-MAD S7890  319,319
TG017+PUS+330-BKK,330
ICN-KWL OZ762/A321,321
FD226-DMK/CEI-A320,320
B763[LA662] EZE-LIM,763
YFB-YXP [7F072],None
DKR-OUA 2J062  M87,M87
BE391-EXT/GCI-DH4,DH4
FR298 RAK-NRN 738,738
MHH-JAX 3M978  SF3,SF3
MU011(332) PVG,332
DT717 SVP-VPE B737,73G
PR968 ICN-CEB,None
MU171 SIN-WUH|A320,320
HU125-PEK/BAV-B738,738
EWR-GRU|UA335|764,764
VY076-AMS/ALC-320,320
PX151-RAB/BUA-100,100
M83[US748] STL-LAX,M83
ET248-752 OUA-NIM,752
GR777(AT7) JER,AT7
FR311(B738) BRE,738
DH8D[EF094] ULN-MXV,DH4
SCL-GYE [LA220],None
W6173+BVA+A320-WAW,320
SV782(A320) TIF,320
JQ190-DPS/PER-320,320
SFB-SBN G4643  320,320
UE894 DXB-ADE A320,320
CZ672 ZUH-HFE 738,738
RI747 CGK-BKK,None
B190[9R394] SVI-ACR,BE1
ZRH-HKG LX981  A343,343
MLH-LYS A5474/AT45,AT5
FR728 STN-FAO|738,738
LH514-319 DUS-BUD,319
AV300 IAD-BOG|A319,319
LS217 MAN-REU,None
LPA-VIE HG604  A320,320
DL330(B737) LGAxEYW,73W
2Z286-AUX/PMW-AT72,AT7
XRY-DUS X3295  B738,73H
FZ484+DWC+73H-MCT,73H
SCL-PUQ LA430  A320,320
OZ883 PVG-PUS 320,320
JJ414(A320) BSBxCGR,320
ST499 EBL-ARN,None
TO160(B738) PRGxORY,73H
HO235 SHA-CSX A320,320
B738[JL694] HND-KIX,73H
SVO-TAS [SU469],None
P2484+WIL+DHT-JRO,DHT
AA689(B738) AUS,738
HF489+COO+E170-ABJ,E70
AZ921-AUH/COK-A320,320
LS286-FNC/EMA-B733,733
US696-PHX/STL-319,319
IOS957+GDX+AN24-YKS,AN4
TP040 VXE-LIS,None
B6954 AUS-JFK 320,320
UX755(B738) CDGxAGP,738
F9755 MDW-DEN 319,319
O6809+JDO+318-GRU,318
ET670 BKO-DKR,None
DN313+OUA+A320-BKO,320
Y4190 MEX-MZT|319,319
NCE-HAM|U2978|319,319
STR-AYT|XQ713|738,738
Y4056(320) MEX,320
VY734 WAW-BCN,None
HV152(73H) FAO,73H
G3584(B737) FENxREC,73G
FR451+DUB+738-PSA,738
W6695 RIX-LTN|A320,320
FR128-738 KTW-DUB,738
EP870(F100) THRxABD,100
XK056+LYS+320-AJA,320
HAK-TPE CI498  738,738
TK261 VNO-TLL|319,319
CHQ-OSL SK075  738,738
UA518+FNT+DH8C-CLE,DH3
US728-320 PHL-AUA,320
BT265+KGD+DH8D-RIX,DH4
8Q807 SVO-AYT A321,321
FR543(B738) BDS,738
KGD-DME S7411/B734,734
TCX795+BFS+A321-PMI,321
ZH109 XIY-NNG,None
G8994(320) CCU,320
HU177 KWE-SYX B738,738
MU608-HFE/CAN-A320,320
A320[MM969] KIX-KHH,320
AF747 RNS-MRS,None
6E902+DEL+320-BBI,320
QR339 KUL-HKT|332,332
AF425 TLS-ATH|A320,320
JT728+BPN+B739-TRK,739
BGO-TRD DY953  73H,73H
JJ253 BSB-GYN 320,320
DL218+MUC+B764-ATL,764
CZ078 KWL-NGB|738,738
DT257 WDH-SDD,None
SK091 VBY-ARN AT7,AT7
SU774 AER-IST|A319,319
JFK-MEX [4O005],None
A3140 WAW-ATH|A320,320
AA048+DFW+B738-NAS,738
7I473+SDQ+M83-SXM,M83
773[EK655] DAR-DXB,773
9W716 IXU-BOM 738,738
UO528 HND-HKG|A320,320
TO824(B738) LTN,73H
FR081(B738) TSFxBDS,738
FR333+NYO+B738-ALC,738
TK953(B739) IST,739
HO432 PVG-XMN|A320,320
JAX-LGA DL190  CR7,CR7
KWE-CGO|ZH199|738,738
BU253 FIH-FBM,None
EU092(A319) XIY,319
6E496(320) DIB,320
LAX-STL|US267|M83,M83
JJ018(A320) JPA,320
FB723(AT45) SOFxOTP,AT5
KGP-SVX [YC089],None
5J707 HKG-CRK|A319,319
NT603 VDE-TFN|AT72,AT7
OD358 PEN-SZB|AT72,AT7
M4219 SSH-CAI,None
AM241 GDL-SMF|738,738
DY469-BCN/LGW-73H,73H
SK095+AAL+319-BLL,319
TK760 ADE-IST,None
SU171 OVB-VVO A319,319
NP475(A320) HBE,320
CM163 MGA-GUA|E190,E90
DL384(M88) MLB,M88
HV434 EBL-AMS|B738,73H
FR138 LPL-LIG|B738,738
MRA-HBE LN368/A320,320
U6037+SVX+320-DXB,320
SV230 DOH-RUH A320,320
ZH338 XIY-YTY A320,320
B737[WS183] YQR-YYZ,73W
B733[DY274] SZZ-OSL,733
XUZ-FOC JD364  319,319
DL700 GCM-DTW|738,738
CLJ-DTM W6546  A320,320
DY162-73H PRG-BGO,73H
NH178(B738) ITMxKIJ,738
AB462-321 FUE-VIE,321
FR073 OPO-DLE,None
CTU-TAO CA021/A321,321
CMN-BZV AT555/B738,738
KWL-AEB G5738/CRJ9,CR9
AB658(E90) VIE,E90
MAD-CAI|MS218|738,738
SV129-320 GIZ-DMM,320
BLI-OAK G4683  M80,M80
QR545 HYD-DOH|A321,321
UA003 BTV-EWR,None
SW794-319 LAD-WDH,319
EDI-LHR UN660  A333,333
GF354(320) BAH,320
CZ673(B737) TBS,73G
B738[TO076] NTE-VCE,73H
PTP-FDF|TX471|AT7,AT7
MXP-DUS IG177/A320,320
X3016-73H ZQW-PMI,73H
F7494 BOD-GVA|AT7,AT7
FR089-MJV/MAN-B738,738
320[F9551] ORD-PVR,320
OZ944 ICN-REP,None
TS166 FRA-YYC|330,330
CZ500(320) SYX,320
A319[KB634] CCU-SIN,319
MH735 KUL-REP|B738,738
9C593(A320) SHExPVG,320
U6014(A320) DME,320
TG128-CKG/BKK-A320,320
LAX-MZT AS382  B739,739
CZ488+XIY+E90-DNH,E90
CZ810 XIY-SHA 320,320
G9907(320) SHJ,320
OZ860-MUC/IST-A321,321
BUD-MLA W6854  A320,320
HG331(321) LNZ,321
UR612+OVB+AT7-NJC,AT7
